publication_date,effective_on,department,agency_fr,independent_reg_agency,title_fr,abstract,action,citation,document_number,docket_number,significant,econ_significant,3(f)(1) significant,Major,html_url,Notes,in_fr_df,url,title_gao,agency_gao,subagency,type,description,priority,effective,received,control_number,fed_reg_number,major_rule_report,in_gao_df,regulation_id_number
2021-12-07,2021-12-07,Transportation Department,Federal Aviation Administration,0,Extension of the Prohibition Against Certain Flights in Specified Areas of the Sanaa Flight Information Region (FIR) (OYSC),"This action extends the Special Federal Aviation Regulation (SFAR) prohibiting certain flights in the specified areas of the Sanaa Flight Information Region (FIR) (OYSC) by all: U.S. air carriers; U.S. commercial operators; persons exercising the privileges of an airman certificate issued by the FAA, except when such persons are operating U.S.-registered aircraft for a foreign air carrier; and operators of U.S.-registered civil aircraft, except when the operator of such aircraft is a foreign air carrier. The FAA finds this action necessary to address hazards to persons and aircraft engaged in such flight operations due to significant, continuing safety-of-flight risks to U.S. civil aviation operations in that airspace associated with the ongoing conflict between the Saudi Arabian-led Coalition and Iranian- aligned Houthi forces. The FAA extends the expiration date of this SFAR from January 7, 2022, until January 7, 2025. Additionally, the FAA republishes the approval process and exemption information for this SFAR, consistent with other recently published flight prohibition SFARs.",Final rule.,86 FR 69167,2021-26521,FAA-2015-8672,,,,,https://www.federalregister.gov/documents/2021/12/07/2021-26521/extension-of-the-prohibition-against-certain-flights-in-specified-areas-of-the-sanaa-flight,,1,,,,,,,,,,,,,0,['2120-AL69']
2021-12-07,2022-01-11,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Airbus Helicopters Deutschland GmbH Helicopters,"The FAA is adopting a new airworthiness directive (AD) for certain Airbus Helicopters Deutschland GmbH Model MBB-BK 117 D-2 helicopters. This AD was prompted by a report of chafing marks on a wiring harness near the locking washer of the lateral control rod. This AD requires an inspection of the wiring harness and the routing of the wiring harness and corrective actions if necessary, as specified in a European Union Aviation Safety Agency (EASA) AD, which is incorporated by reference. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,86 FR 69163,2021-26497,FAA-2021-0779,,,,,https://www.federalregister.gov/documents/2021/12/07/2021-26497/airworthiness-directives-airbus-helicopters-deutschland-gmbh-helicopters,,1,,,,,,,,,,,,,0,['2120-AA64']
2021-12-07,2022-01-11,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Pacific Aerospace Limited Airplanes,"The FAA is adopting a new airworthiness directive (AD) for certain Pacific Aerospace Limited Model 750XL airplanes. This AD results from mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI identifies the unsafe condition as insufficient separation of ground terminations for individual power sources and static grounds. This AD requires inspecting and separating, if applicable, the battery and generator common ground connections on the airframe. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule.,86 FR 69165,2021-26495,FAA-2021-0213,,,,,https://www.federalregister.gov/documents/2021/12/07/2021-26495/airworthiness-directives-pacific-aerospace-limited-airplanes,,1,,,,,,,,,,,,,0,['2120-AA64']
2021-12-07,2022-01-11,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Pacific Aerospace Limited Airplanes,The FAA is adopting a new airworthiness directive (AD) for certain Pacific Aerospace Limited Model 750XL airplanes. This AD was prompted by mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI identifies the unsafe condition as chafing of the engine fuel feed line hoses. This AD requires inspecting the engine fuel feed line hoses and the electrical wiring and rerouting all fuel lines. The FAA is issuing this AD to address the unsafe condition on these products.,Final rule.,86 FR 69161,2021-26496,FAA-2021-0711,,,,,https://www.federalregister.gov/documents/2021/12/07/2021-26496/airworthiness-directives-pacific-aerospace-limited-airplanes,,1,,,,,,,,,,,,,0,['2120-AA64']
2021-12-08,2022-01-12,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Daher Aerospace (Type Certificate Previously Held by SOCATA) Airplanes,The FAA is adopting a new airworthiness directive (AD) for certain Daher Aerospace (type certificate previously held by SOCATA) Model TBM 700 airplanes. This AD was prompted by mandatory continuing airworthiness information (MCAI) originated by an aviation authority of another country to identify and correct an unsafe condition on an aviation product. The MCAI describes the unsafe condition as a non- conforming dump switch ejecting from its slot. This AD requires modifying certain dump switches. The FAA is issuing this AD to address the unsafe condition on these products.,Final rule.,86 FR 69579,2021-26527,FAA-2021-0778,,,,,https://www.federalregister.gov/documents/2021/12/08/2021-26527/airworthiness-directives-daher-aerospace-type-certificate-previously-held-by-socata-airplanes,,1,,,,,,,,,,,,,0,['2120-AA64']
2021-12-08,2022-02-22,National Foundation on the Arts and the Humanities,National Endowment for the Humanities,0,Claims Collection; Correction,"The National Endowment for the Humanities (NEH) is correcting a direct final rule that published November 24, 2021, in the Federal Register. The final rule revised the NEH Claims Collection regulation in accordance with the Debt Collection Improvement Act of 1996 (DCIA), as implemented by the Department of Justice (DOJ) and the Department of Treasury (Treasury) in the revised Federal Claims Collection Standards (FCCS). NEH discovered two errors after publications that could cause confusion and is correcting those errors in this document.",Direct final rule; correction.,86 FR 69586,2021-26606,,,,,,https://www.federalregister.gov/documents/2021/12/08/2021-26606/claims-collection-correction,,1,,,,,,,,,,,,,0,['3136-AA38']
2021-12-08,2022-03-24,Transportation Department,Federal Aviation Administration,0,"Establishment of Class E Airspace; Rogers Field, CA","This action establishes Class E airspace extending upward from 700 feet above the surface of the earth at Rogers Field, Chester, CA. This action would accommodate a new area navigation (RNAV) procedure and ensure the safety and management of instrument flight rule (IFR) operations within the National Airspace System.",Final rule.,86 FR 69581,2021-26481,FAA-2021-0557,,,,,https://www.federalregister.gov/documents/2021/12/08/2021-26481/establishment-of-class-e-airspace-rogers-field-ca,,1,,,,,,,,,,,,,0,['2120-AA66']
2021-12-08,,Labor Department,Occupational Safety and Health Administration,0,COVID-19 Vaccination and Testing; Emergency Temporary Standard,,,86 FR 69586,C1-2021-26268,OSHA-2021-0007,,,,,https://www.federalregister.gov/documents/2021/12/08/C1-2021-26268/covid-19-vaccination-and-testing-emergency-temporary-standard,,1,,,,,,,,,,,,,0,['1218-AD42']
2021-12-09,2021-12-02,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Rolls-Royce Deutschland Ltd & Co KG (Type Certificate Previously Held by Rolls-Royce plc) Turbofan Engines,"The FAA is adopting a new airworthiness directive (AD) for certain Rolls-Royce Deutschland Ltd. & Co KG (RRD) Trent 1000 model turbofan engines. This AD was prompted by the manufacturer revising the engine Time Limits Manual (TLM) life limits of certain critical rotating parts and direct accumulation counting data files. This AD requires the operator to revise the airworthiness limitation section (ALS) of their existing approved aircraft maintenance program (AMP) by incorporating the revised tasks of the applicable TLM for each affected model turbofan engine, as specified in a European Union Aviation Safety Agency (EASA) AD, which is incorporated by reference. The FAA is issuing this AD to address the unsafe condition on these products.",Final rule; request for comments.,86 FR 69987,R1-2021-25005,,,,,,https://www.federalregister.gov/documents/2021/12/09/R1-2021-25005/airworthiness-directives-rolls-royce-deutschland-ltd-and-co-kg-type-certificate-previously-held-by,,1,,,,,,,,,,,,,0,['2120-AA64']
2021-12-09,2021-12-09,State Department,,0,International Traffic in Arms Regulations: Addition of Cambodia to List of Proscribed Countries,"The Department of State is amending the International Traffic in Arms Regulations (ITAR) to add Cambodia in the list of countries for which it is the policy of the United States to deny licenses and other approvals for exports and imports of defense articles and defense services. This change reflects that it is the policy of the United States to deny all licenses and other approvals to export and import defense articles and defense services destined for or originating in Cambodia, except as otherwise provided herein.",Final rule.,86 FR 70053,2021-26590,,,,,,https://www.federalregister.gov/documents/2021/12/09/2021-26590/international-traffic-in-arms-regulations-addition-of-cambodia-to-list-of-proscribed-countries,,1,,,,,,,,,,,,,0,['1400-AF47']
2021-12-09,2021-12-09,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Transport and Commuter Category Airplanes,The FAA is adopting a new airworthiness directive (AD) for all transport and commuter category airplanes equipped with a radio (also known as radar) altimeter. This AD was prompted by a determination that radio altimeters cannot be relied upon to perform their intended function if they experience interference from wireless broadband operations in the 3.7-3.98 GHz frequency band (5G C-Band). This AD requires revising the limitations section of the existing airplane/ aircraft flight manual (AFM) to incorporate limitations prohibiting certain operations requiring radio altimeter data when in the presence of 5G C-Band interference as identified by Notices to Air Missions (NOTAMs). The FAA is issuing this AD to address the unsafe condition on these products.,Final rule; request for comments.,86 FR 69984,2021-26777,FAA-2021-0953,,,,,https://www.federalregister.gov/documents/2021/12/09/2021-26777/airworthiness-directives-transport-and-commuter-category-airplanes,,1,,,,,,,,,,,,,0,['2120-AA64']
2021-12-09,2021-12-09,Transportation Department,Federal Aviation Administration,0,Airworthiness Directives; Various Helicopters,The FAA is adopting a new airworthiness directive (AD) for all helicopters equipped with a radio (also known as radar) altimeter. This AD was prompted by a determination that radio altimeters cannot be relied upon to perform their intended function if they experience interference from wireless broadband operations in the 3.7-3.98 GHz frequency band (5G C-Band). This AD requires revising the limitations section of the existing rotorcraft flight manual (RFM) for your helicopter to incorporate limitations prohibiting certain operations requiring radio altimeter data when in the presence of 5G C-Band interference in areas as identified by Notices to Air Missions (NOTAMs). The FAA is issuing this AD to address the unsafe condition on these products.,Final rule; request for comments.,86 FR 69992,2021-26779,FAA-2021-0954,,,,,https://www.federalregister.gov/documents/2021/12/09/2021-26779/airworthiness-directives-various-helicopters,,1,,,,,,,,,,,,,0,['2120-AA64']
